speciesName	status	fbSpecCode	validName	class	order	family	genus	commonName	commonSpecies
Aphyosemion rubrifascium	synonym	9716	Aphyosemion bualanum	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion rubrofasciatum	synonym	2473	Fundulopanchax walkeri	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	NA	TRUE
Aphyosemion rubrolabiale	synonym	9788	Fundulopanchax rubrolabialis	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	NA	TRUE
Aphyosemion rubrostictum	synonym	9713	Aphyosemion bitaeniatum	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	Two-striped Aphyosemion	TRUE
Aphyosemion ruwenzori	synonym	9736	Fundulopanchax filamentosus	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	Plumed lyretail	TRUE
Aphyosemion santaisabella	synonym	9774	Fundulopanchax oeseri	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	NA	TRUE
Aphyosemion santaisabellae	synonym	9774	Fundulopanchax oeseri	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	NA	TRUE
Aphyosemion scheeli	synonym	9789	Fundulopanchax scheeli	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	NA	TRUE
Aphyosemion scheeli akamkpaense	synonym	9789	Fundulopanchax scheeli	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	NA	TRUE
Aphyosemion schioetzi	accepted name	9790	Aphyosemion schioetzi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion schlouppi	synonym	9791	Aphyosemion schluppi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion schluppi	accepted name	9791	Aphyosemion schluppi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion schmitti	synonym	2472	Scriptaphyosemion schmitti	Teleostei	Cyprinodontiformes	Nothobranchiidae	Scriptaphyosemion	NA	TRUE
Aphyosemion schoutedeni	accepted name	66489	Aphyosemion schoutedeni	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion schreineri	synonym	9712	Aphyosemion batesii	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	Bates' killi	TRUE
Aphyosemion schwoiseri	synonym	54026	Fundulopanchax fallax	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	Kribi killi	TRUE
Aphyosemion seegersi	accepted name	9820	Aphyosemion seegersi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion senegalensis	synonym	2479	Epiplatys spilargyreius	Teleostei	Cyprinodontiformes	Nothobranchiidae	Epiplatys	NA	TRUE
Aphyosemion seymouri	synonym	68047	Pronothobranchius seymouri	Teleostei	Cyprinodontiformes	Nothobranchiidae	Pronothobranchius	NA	TRUE
Aphyosemion simulans	synonym	9760	Aphyosemion escherichi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	Escherich's killi	TRUE
Aphyosemion singa	synonym	9844	Epiplatys singa	Teleostei	Cyprinodontiformes	Nothobranchiidae	Epiplatys	NA	TRUE
Aphyosemion sjoestedti	synonym	9792	Fundulopanchax sjostedti	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	Blue gularis	TRUE
Aphyosemion sjoestedti toddi	synonym	9797	Callopanchax toddi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Callopanchax	NA	TRUE
Aphyosemion sjostedti	synonym	9792	Fundulopanchax sjostedti	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	Blue gularis	TRUE
Aphyosemion spectabile	synonym	9712	Aphyosemion batesii	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	Bates' killi	TRUE
Aphyosemion spirrelli	synonym	2473	Fundulopanchax walkeri	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	NA	TRUE
Aphyosemion splendidum	synonym	9712	Aphyosemion batesii	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	Bates' killi	TRUE
Aphyosemion splendopleure	accepted name	9793	Aphyosemion splendopleure	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion splendopleure	synonym	9793	Aphyosemion splendopleure	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion spoorenbergi	synonym	9794	Fundulopanchax spoorenbergi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	NA	TRUE
Aphyosemion spurrelli	synonym	2473	Fundulopanchax walkeri	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	NA	TRUE
Aphyosemion striatum	accepted name	9795	Aphyosemion striatum	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion striatum microphtalmum	synonym	9760	Aphyosemion escherichi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	Escherich's killi	TRUE
Aphyosemion tessmanni	synonym	9716	Aphyosemion bualanum	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion teugelsi	accepted name	65872	Aphyosemion teugelsi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion thysi	accepted name	9796	Aphyosemion thysi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion toddi	synonym	9797	Callopanchax toddi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Callopanchax	NA	TRUE
Aphyosemion traudeae	synonym	63217	Fundulopanchax traudeae	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	NA	TRUE
Aphyosemion trilineatum	synonym	9798	Aphyosemion trilineatus	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion trilineatus	accepted name	9798	Aphyosemion trilineatus	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion unicolor	synonym	9718	Aphyosemion calliurum	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	Banner lyretail	TRUE
Aphyosemion unistrigatum	synonym	9753	Aphyosemion loennbergii	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion unistrigatus	synonym	9753	Aphyosemion loennbergii	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion vexillifer	synonym	9718	Aphyosemion calliurum	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	Banner lyretail	TRUE
Aphyosemion viride	synonym	9800	Nimbapanchax viridis	Teleostei	Cyprinodontiformes	Nothobranchiidae	Nimbapanchax	NA	TRUE
Aphyosemion volcanum	accepted name	9801	Aphyosemion volcanum	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion wachtersi	accepted name	9802	Aphyosemion wachtersi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion wachtersi mikeae	synonym	9802	Aphyosemion wachtersi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion walkeri	synonym	2473	Fundulopanchax walkeri	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	NA	TRUE
Aphyosemion walkeri spurrelli	synonym	2473	Fundulopanchax walkeri	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	NA	TRUE
Aphyosemion wildekampi	accepted name	9809	Aphyosemion wildekampi	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion wildekampi punctatum	synonym	9779	Aphyosemion punctatum	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion winifredae	synonym	9723	Aphyosemion celiae	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphyosemion zimmeri	synonym	9792	Fundulopanchax sjostedti	Teleostei	Cyprinodontiformes	Nothobranchiidae	Fundulopanchax	Blue gularis	TRUE
Aphyosemion zygaima	accepted name	9812	Aphyosemion zygaima	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	NA	TRUE
Aphysemion australe australe	synonym	8770	Aphyosemion australe	Teleostei	Cyprinodontiformes	Nothobranchiidae	Aphyosemion	Lyretail panchax	TRUE
Apistes leucogaster	synonym	12897	Richardsonichthys leucogaster	Teleostei	Perciformes/Scorpaenoidei	Tetrarogidae	Richardsonichthys	Whiteface waspfish	TRUE
Apistes russellii	synonym	6388	Minous monodactylus	Teleostei	Perciformes/Scorpaenoidei	Synanceiidae	Minous	Grey stingfish	TRUE
Apistus balnearum	synonym	6383	Apistus carinatus	Teleostei	Perciformes/Scorpaenoidei	Apistidae	Apistus	Ocellated waspfish	TRUE
Apistus binotatus	synonym	8049	Ablabys binotatus	Teleostei	Perciformes/Scorpaenoidei	Tetrarogidae	Ablabys	Redskinfish	TRUE
Apistus carenatus	synonym	6383	Apistus carinatus	Teleostei	Perciformes/Scorpaenoidei	Apistidae	Apistus	Ocellated waspfish	TRUE
Apistus carinatus	accepted name	6383	Apistus carinatus	Teleostei	Perciformes/Scorpaenoidei	Apistidae	Apistus	Ocellated waspfish	TRUE
Apistus dermacanthus	synonym	52887	Cocotropus dermacanthus	Teleostei	Perciformes/Scorpaenoidei	Aploactinidae	Cocotropus	Spinyskin velvetfish	TRUE
Apistus faurei	synonym	6383	Apistus carinatus	Teleostei	Perciformes/Scorpaenoidei	Apistidae	Apistus	Ocellated waspfish	TRUE
Apistus israelitarum	synonym	6383	Apistus carinatus	Teleostei	Perciformes/Scorpaenoidei	Apistidae	Apistus	Ocellated waspfish	TRUE
Apistus longispinis	synonym	12043	Paracentropogon longispinis	Teleostei	Perciformes/Scorpaenoidei	Tetrarogidae	Paracentropogon	Wispy waspfish	TRUE
Apistus taenianotus	synonym	10232	Ablabys taenianotus	Teleostei	Perciformes/Scorpaenoidei	Tetrarogidae	Ablabys	Cockatoo waspfish	TRUE
Apistus taenionotus	synonym	10232	Ablabys taenianotus	Teleostei	Perciformes/Scorpaenoidei	Tetrarogidae	Ablabys	Cockatoo waspfish	TRUE
Apletodon barbatus	accepted name	65302	Apletodon barbatus	Teleostei	Gobiesociformes	Gobiesocidae	Apletodon	Barbel clingfish	TRUE
Apletodon dentatus	accepted name	9196	Apletodon dentatus	Teleostei	Gobiesociformes	Gobiesocidae	Apletodon	Small-headed clingfish	TRUE
Apletodon dentatus dentatus	synonym	9196	Apletodon dentatus	Teleostei	Gobiesociformes	Gobiesocidae	Apletodon	Small-headed clingfish	TRUE
Apletodon knysnaensis	synonym	16734	Apletodon pellegrini	Teleostei	Gobiesociformes	Gobiesocidae	Apletodon	Chubby clingfish	TRUE
Apletodon microcephala	synonym	9196	Apletodon dentatus	Teleostei	Gobiesociformes	Gobiesocidae	Apletodon	Small-headed clingfish	TRUE
Apletodon microcephalus	synonym	9196	Apletodon dentatus	Teleostei	Gobiesociformes	Gobiesocidae	Apletodon	Small-headed clingfish	TRUE
Apletodon microcephalus microcephalus	synonym	9196	Apletodon dentatus	Teleostei	Gobiesociformes	Gobiesocidae	Apletodon	Small-headed clingfish	TRUE
Apletodon pellegrini	accepted name	16734	Apletodon pellegrini	Teleostei	Gobiesociformes	Gobiesocidae	Apletodon	Chubby clingfish	TRUE
Apletodon wirtzi	accepted name	63358	Apletodon wirtzi	Teleostei	Gobiesociformes	Gobiesocidae	Apletodon	Sao Tomé clingfish	TRUE
Aplites salmoides	synonym	3385	Micropterus salmoides	Teleostei	Centrarchiformes	Centrarchidae	Micropterus	Largemouth black bass	TRUE
Aplocheilichthys analis	synonym	9692	Platypanchax modestus	Teleostei	Cyprinodontiformes	Procatopodidae	Platypanchax	Ruwenzori lampeye	TRUE
Aplocheilichthys antinorii	synonym	9653	Micropanchax antinorii	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	Black lampeye	TRUE
Aplocheilichthys atripinna	synonym	9654	Lacustricola atripinna	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	NA	TRUE
Aplocheilichthys atripinnis	synonym	9654	Lacustricola atripinna	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	NA	TRUE
Aplocheilichthys baudoni	synonym	8383	Lacustricola hutereaui	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Meshscaled topminnow	TRUE
Aplocheilichthys bensonii	synonym	2465	Aplocheilichthys spilauchen	Teleostei	Cyprinodontiformes	Procatopodidae	Aplocheilichthys	Banded lampeye	TRUE
Aplocheilichthys brichardi	synonym	9685	Congopanchax brichardi	Teleostei	Cyprinodontiformes	Procatopodidae	Congopanchax	Brichard's lampeye	TRUE
Aplocheilichthys bukobanus	synonym	9687	Lacustricola bukobanus	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Bukoba lampeye	TRUE
Aplocheilichthys cabindae	synonym	9698	Plataplochilus cabindae	Teleostei	Cyprinodontiformes	Procatopodidae	Plataplochilus	NA	TRUE
Aplocheilichthys cameronensis	synonym	9655	Micropanchax camerunensis	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	Cameroon lampeye	TRUE
Aplocheilichthys camerunensis	synonym	9655	Micropanchax camerunensis	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	Cameroon lampeye	TRUE
Aplocheilichthys carlislei	synonym	8384	Lacustricola katangae	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Striped topminnow	TRUE
Aplocheilichthys centralis	synonym	53144	Lacustricola centralis	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Cental east african lampeye	TRUE
Aplocheilichthys chobensis	synonym	69820	Lacustricola chobensis	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	NA	TRUE
Aplocheilichthys deprimozi	synonym	9692	Platypanchax modestus	Teleostei	Cyprinodontiformes	Procatopodidae	Platypanchax	Ruwenzori lampeye	TRUE
Aplocheilichthys dispar	synonym	65890	Poropanchax luxophthalmus	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	NA	TRUE
Aplocheilichthys eduardensis	synonym	2086	Lacustricola vitschumbaensis	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Bitschumbi lampeye	TRUE
Aplocheilichthys ehrichi	synonym	49722	Micropanchax ehrichi	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	NA	TRUE
Aplocheilichthys ericae	synonym	9687	Lacustricola bukobanus	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Bukoba lampeye	TRUE
Aplocheilichthys flavipinnis	synonym	2463	Micropanchax pfaffi	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	Pfaff's lampeye	TRUE
Aplocheilichthys fuelleborni	synonym	9684	Micropanchax fuelleborni	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	Lake Rukwa lampeye	TRUE
Aplocheilichthys gambiensis	synonym	2462	Poropanchax normani	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	Norman's lampeye	TRUE
Aplocheilichthys hannerzi	synonym	65890	Poropanchax luxophthalmus	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	NA	TRUE
Aplocheilichthys hutereaui	synonym	8383	Lacustricola hutereaui	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Meshscaled topminnow	TRUE
Aplocheilichthys jeanneli	synonym	9657	Lacustricola jeanneli	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Omo lampeye	TRUE
Aplocheilichthys johnstoni	synonym	8362	Micropanchax johnstoni	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	Johnston's topminnow	TRUE
Aplocheilichthys johnstonii	synonym	8362	Micropanchax johnstoni	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	Johnston's topminnow	TRUE
Aplocheilichthys kabae	synonym	9658	Rhexipanchax kabae	Teleostei	Cyprinodontiformes	Procatopodidae	Rhexipanchax	NA	TRUE
Aplocheilichthys kassenjiensis	synonym	68070	Lacustricola kassenjiensis	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Kasenye lampeye	TRUE
Aplocheilichthys katangae	synonym	8384	Lacustricola katangae	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Striped topminnow	TRUE
Aplocheilichthys kingi	synonym	9660	Micropanchax kingii	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	NA	TRUE
Aplocheilichthys kingii	synonym	9660	Micropanchax kingii	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	NA	TRUE
Aplocheilichthys kongoranensis	synonym	9661	Lacustricola kongoranensis	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Kongoro lampeye	TRUE
Aplocheilichthys lacustris	synonym	49841	Lacustricola lacustris	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Kibiti Lampeye	TRUE
Aplocheilichthys lamberti	synonym	9662	Rhexipanchax lamberti	Teleostei	Cyprinodontiformes	Procatopodidae	Rhexipanchax	Lambert's lampeye	TRUE
Aplocheilichthys loati	synonym	6218	Micropanchax loati	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	Nile killifish	TRUE
Aplocheilichthys loemensis	synonym	55966	Plataplochilus loemensis	Teleostei	Cyprinodontiformes	Procatopodidae	Plataplochilus	Loeme lampeye	TRUE
Aplocheilichthys longicauda	synonym	2463	Micropanchax pfaffi	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	Pfaff's lampeye	TRUE
Aplocheilichthys lualabaensis	synonym	9663	Lacustricola lualabaensis	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Lualaba lampeye	TRUE
Aplocheilichthys luluae	synonym	8384	Lacustricola katangae	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Striped topminnow	TRUE
Aplocheilichthys luxophthalmus hannerzi	synonym	65890	Poropanchax luxophthalmus	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	NA	TRUE
Aplocheilichthys luxophthalmus luxophthalmus	synonym	65890	Poropanchax luxophthalmus	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	NA	TRUE
Aplocheilichthys macrophthalmus	synonym	65890	Poropanchax luxophthalmus	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	NA	TRUE
Aplocheilichthys macrophthalmus hannerzi	synonym	65890	Poropanchax luxophthalmus	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	NA	TRUE
Aplocheilichthys macrophthalmus macrophthalmus	synonym	65890	Poropanchax luxophthalmus	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	NA	TRUE
Aplocheilichthys macrophthalmus scheeli	synonym	9679	Poropanchax scheeli	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	Scheel's lampeye	TRUE
Aplocheilichthys macrurus	synonym	9666	Lacustricola macrurus	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Big tailed lampeye	TRUE
Aplocheilichthys maculatus	synonym	9667	Lacustricola maculatus	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Spotted lampeye	TRUE
Aplocheilichthys maculatus lacustris	synonym	49841	Lacustricola lacustris	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Kibiti Lampeye	TRUE
Aplocheilichthys maculatus maculatus	synonym	9667	Lacustricola maculatus	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Spotted lampeye	TRUE
Aplocheilichthys mahagiensis	synonym	68070	Lacustricola kassenjiensis	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Kasenye lampeye	TRUE
Aplocheilichthys manni	synonym	2462	Poropanchax normani	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	Norman's lampeye	TRUE
Aplocheilichthys marni	synonym	2462	Poropanchax normani	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	Norman's lampeye	TRUE
Aplocheilichthys matthesi	synonym	53145	Lacustricola matthesi	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Saisi lampeye	TRUE
Aplocheilichthys mediolateralis	synonym	9669	Lacustricola mediolateralis	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	NA	TRUE
Aplocheilichthys meyburgi	synonym	9687	Lacustricola bukobanus	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Bukoba lampeye	TRUE
Aplocheilichthys micrurus	synonym	9698	Plataplochilus cabindae	Teleostei	Cyprinodontiformes	Procatopodidae	Plataplochilus	NA	TRUE
Aplocheilichthys moeruensis	synonym	9671	Lacustricola moeruensis	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Moero lampeye	TRUE
Aplocheilichthys monikae	synonym	2466	Rhexipanchax schiotzi	Teleostei	Cyprinodontiformes	Procatopodidae	Rhexipanchax	Schiøtz' lampeye	TRUE
Aplocheilichthys myaposae	synonym	9672	Lacustricola myaposae	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Natal topminnow	TRUE
Aplocheilichthys myersi	synonym	9686	Congopanchax myersi	Teleostei	Cyprinodontiformes	Procatopodidae	Congopanchax	Hummingbird lampeye	TRUE
Aplocheilichthys myersy	synonym	9686	Congopanchax myersi	Teleostei	Cyprinodontiformes	Procatopodidae	Congopanchax	Hummingbird lampeye	TRUE
Aplocheilichthys ngaensis	synonym	9700	Plataplochilus ngaensis	Teleostei	Cyprinodontiformes	Procatopodidae	Plataplochilus	Nga lampeye	TRUE
Aplocheilichthys nigrolateralis	synonym	9673	Lacustricola nigrolateralis	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	NA	TRUE
Aplocheilichthys nimbaensis	synonym	2460	Rhexipanchax nimbaensis	Teleostei	Cyprinodontiformes	Procatopodidae	Rhexipanchax	Mt. Nimba lampeye	TRUE
Aplocheilichthys normani	synonym	2462	Poropanchax normani	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	Norman's lampeye	TRUE
Aplocheilichthys omoculatus	synonym	9674	Lacustricola omoculatus	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Ruaha lampeye	TRUE
Aplocheilichthys pelagicus	synonym	9695	Laciris pelagica	Teleostei	Cyprinodontiformes	Procatopodidae	Laciris	NA	TRUE
Aplocheilichthys pfaffi	synonym	2463	Micropanchax pfaffi	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	Pfaff's lampeye	TRUE
Aplocheilichthys pfefferi	synonym	2086	Lacustricola vitschumbaensis	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Bitschumbi lampeye	TRUE
Aplocheilichthys pumilis	synonym	9676	Lacustricola pumilus	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Tanganyika lampeye	TRUE
Aplocheilichthys pumilus	synonym	9676	Lacustricola pumilus	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	Tanganyika lampeye	TRUE
Aplocheilichthys rancureli	synonym	2464	Poropanchax rancureli	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	Rancurel's lampeye	TRUE
Aplocheilichthys rudolfianus	synonym	9677	Micropanchax rudolfianus	Teleostei	Cyprinodontiformes	Procatopodidae	Micropanchax	Lake Rudolf lampeye	TRUE
Aplocheilichthys schalleri	synonym	69820	Lacustricola chobensis	Teleostei	Cyprinodontiformes	Procatopodidae	Lacustricola	NA	TRUE
Aplocheilichthys scheeli	synonym	9679	Poropanchax scheeli	Teleostei	Cyprinodontiformes	Procatopodidae	Poropanchax	Scheel's lampeye	TRUE
